src,dst,length_m,way_id
9585024930,1502571729,18.4,31299910
1502571729,12137293454,289.5,31299910
12137293454,7925232941,25.6,31299910
7925232941,12137293449,6.8,31299910
12137293449,7925232937,370.5,31299910
7925232937,3375126656,13.7,31299910
3375126656,348228388,318.7,31299910
348228388,6936957143,95.4,31299910
6936957143,6936957152,25.7,31299910
6936957152,6936957171,34.7,31299910
6936957171,3387196687,550.5,31299910
3387196687,3387196998,98.1,31299910
3387196998,3387197002,426.0,31299910
3387197002,299422252,1638.4,31299910
299422252,7925362146,501.8,31299910
7925362146,7925362149,33.9,31299910
7925362149,1993089489,412.3,31299910
1993089489,299422254,181.8,31299910
299422254,1993089506,240.4,31299910
1993089506,3376111616,84.8,31299910
3376111616,7925233195,12.1,31299910
7925233195,3376255278,14.8,31299910
3376255278,3337526678,10.3,31299910
546621994,7910047856,16.8,43390970
7910047856,546621994,16.8,43390970
7910047856,1502571845,1061.0,43390970
1502571845,7910047856,1061.0,43390970
1502571845,546622318,262.3,43390970
546622318,1502571845,262.3,43390970
546622318,546622328,261.4,43390970
546622328,546622318,261.4,43390970
546622328,3378037724,301.2,43390970
3378037724,546622328,301.2,43390970
3378037724,546622337,368.8,43390970
546622337,3378037724,368.8,43390970
546622337,3378037725,171.7,43390970
3378037725,546622337,171.7,43390970
3378037725,3378037726,157.8,43390970
3378037726,3378037725,157.8,43390970
3378037726,546622345,191.5,43390970
546622345,3378037726,191.5,43390970
546622345,546622354,1092.0,43390970
546622354,546622345,1092.0,43390970
546622354,546622373,263.9,43390970
546622373,546622354,263.9,43390970
546622373,3378037727,176.4,43390970
3378037727,546622373,176.4,43390970
3378037727,546622375,204.1,43390970
546622375,3378037727,204.1,43390970
546622375,3378037728,522.5,43390970
3378037728,546622375,522.5,43390970
3378037728,3378037729,562.8,43390970
3378037729,3378037728,562.8,43390970
3378037729,546622376,394.4,43390970
546622376,3378037729,394.4,43390970
546622376,8882973203,217.3,43390970
8882973203,546622376,217.3,43390970
8882973203,546622377,80.3,43390970
546622377,8882973203,80.3,43390970
546622377,8882973204,72.7,43390970
8882973204,546622377,72.7,43390970
8882973204,973472572,70.3,43390970
973472572,8882973204,70.3,43390970
973472572,8882973205,64.1,43390970
8882973205,973472572,64.1,43390970
8882973205,3378037730,65.4,43390970
3378037730,8882973205,65.4,43390970
3378037730,546622378,73.6,43390970
546622378,3378037730,73.6,43390970
546622378,10023870460,181.3,43390970
10023870460,546622378,181.3,43390970
10023870460,12149698421,157.4,43390970
