id,lat,lon
12299517324,26.5460171,37.949176
13377540949,26.5489044,37.9512467
13377540950,26.5489847,37.9513499
3376111613,26.5512503,37.9566528
3376111620,26.5508117,37.9564669
3376111660,26.5498509,37.9580457
3376126406,26.5503486,37.9530236
3376126407,26.5478654,37.9554658
3376126408,26.5492789,37.9540681
3376126409,26.5510253,37.9562554
3376126410,26.5501169,37.9551177
3376126411,26.5476711,37.9575303
3376126412,26.5487099,37.9565056
12258355257,26.5518907,37.9560185
12299492588,26.5481838,37.9570246
12299492591,26.5486662,37.9565487
12299492593,26.5491529,37.9560686
12299492594,26.5498365,37.9569452
12299492596,26.5498187,37.9574668
12299492597,26.5496564,37.955572
12299492598,26.5503257,37.9564513
12299492599,26.5508059,37.9559806
12299492600,26.5503536,37.9554141
12299517301,26.5497463,37.95569
12299517302,26.5500394,37.9554698
12299517303,26.549741,37.9546469
12299517304,26.5505308,37.9538817
12299517305,26.5501765,37.9551923
12299517306,26.5509621,37.9544344
12299517307,26.5506154,37.9557421
12299517308,26.5513882,37.9549695
12299517309,26.5500735,37.9532923
12299517310,26.5518326,37.9554564
12299517311,26.5510416,37.9539172
12299517312,26.5507621,37.954178
12299517315,26.5479466,37.9572585
12299531676,26.5514257,37.9564791
12299531678,26.55087,37.9570313
12299531679,26.5518095,37.9581605
12299531681,26.5507476,37.9580122
299422254,26.556711,37.9511436
973473213,26.556489,37.9509957
1993089499,26.5580763,37.9494789
1993089506,26.5583409,37.9495563
3376111617,26.5582998,37.9490882
3376111618,26.5571786,37.9501282
3376125773,26.5577946,37.9495568
3376126227,26.5576821,37.9496612
3376126228,26.5570837,37.9502232
3376126229,26.5569657,37.9500808
3376126230,26.557364,37.9496892
3376126231,26.5572056,37.9494853
3376126232,26.5556989,37.9509632
3376126233,26.555886,37.9511805
3376126234,26.5566544,37.9503978
3376126235,26.5564883,37.9501881
3376126236,26.5564154,37.9508924
3376126237,26.556298,37.9507609
3376126245,26.5545886,37.9457983
3376126246,26.5544966,37.9456909
3376126251,26.5525952,37.9475729
3376126252,26.5526842,37.9476815
3376126253,26.5557538,37.9515549
3376126254,26.5558724,37.9514361
3376126255,26.5527744,37.9475923
3376126256,26.5526871,37.9474819
3376770984,26.5584121,37.9466873
3376770985,26.5584207,37.9471963
3377509080,26.5578456,37.9492809
3377509081,26.5582598,37.9488715
3377509827,26.5563391,37.9477814
3377522312,26.5539686,37.9478614
3377522313,26.5540118,37.9479995
3377522314,26.5542997,37.9483429
3377522315,26.5545217,37.9473491
3377522316,26.5545696,37.9474752
3377522317,26.5548384,37.9478078
3377522318,26.554556,37.9500435
3377522319,26.5546635,37.9499362
3377522320,26.5561877,37.9484566
3377522321,26.5545561,37.9498029
3377522322,26.5546906,37.9496663
3377522323,26.554607,37.9497512
3377522324,26.5547163,37.9498849
3377522325,26.5548052,37.9497986
3377522326,26.5543511,37.9492249
3377522327,26.5542701,37.9490394
3377522328,26.5540706,37.948888
3377522329,26.5539885,37.948771
3377522330,26.5539826,37.9487124
3377522331,26.5539925,37.9486594
3377522332,26.554034,37.948602
3377522333,26.555578,37.9470578
3377522334,26.5556773,37.9469541
